Optimizer,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size,Loss
Adam,97,247,0.0033418954797020807,75,0.04610613361001015
RMSprop,121,66,0.002380630819840643,74,0.04669025540351868
Adadelta,34,79,0.006879894448272699,64,1.630767822265625
RMSprop,115,41,0.0010935511668701207,75,0.06393261253833771
Adamax,245,233,0.008008609391162243,123,0.030963875353336334
Adagrad,66,177,0.0024318497164720677,85,0.4865673780441284
Adadelta,237,224,0.0027902038417725638,103,1.7654781341552734
SGD,155,179,0.0009592442693569871,36,1.0839952230453491
Nadam,110,133,0.008450054577054443,121,0.06245269253849983
AdamW,130,223,0.002830820065141739,88,0.0407712459564209
Adam,85,66,0.004649736352221805,109,0.049986571073532104
Adafactor,219,197,0.0005313763710178099,91,nan
RMSprop,254,217,0.009381295387710492,59,0.1267957240343094
Nadam,79,110,0.007092733918347987,102,0.06099909916520119
Adagrad,228,247,0.008819434091874615,32,0.1734820008277893
Adam,234,167,0.004838878540275668,61,0.05438968539237976
Adam,164,183,0.005511090581418978,48,0.06920664012432098
SGD,90,232,0.008664385824729812,112,0.47005289793014526
SGD,106,162,0.0058427583850601105,46,0.36129581928253174
Adafactor,124,93,0.00805050068132061,88,nan
Adagrad,220,222,0.009534661015657937,49,0.20038385689258575
Nadam,129,157,0.001036913669139476,117,0.05473267287015915
Adadelta,84,154,0.0021499493030835886,32,1.7732694149017334
Adam,60,239,0.006932965773607672,112,0.06930199265480042
Nadam,93,242,0.003696699540499995,73,0.04972313717007637
Nadam,213,201,0.009062481444018696,35,0.10114175081253052
SGD,121,114,0.00656446238288145,93,0.45633837580680847
SGD,152,247,0.0041403086365200915,106,0.7262038588523865
RMSprop,114,143,0.007733193957856167,110,0.06862842291593552
Adadelta,225,66,0.0089404555692563,51,0.5576024651527405
Adam,242,194,0.00459304199016865,86,0.04737665131688118
SGD,244,90,0.008513251927207699,118,0.4472801983356476
Adafactor,76,204,0.009045848763351006,70,0.08239290863275528
AdamW,80,73,0.005031901418192748,91,0.054963234812021255
Adam,154,78,0.008478059947205007,103,0.05935651808977127
Adadelta,126,200,0.0033478022789376173,52,1.3492259979248047
Adamax,59,85,0.0071329714015645395,32,0.057774901390075684
Adam,210,250,0.009877426333774444,127,0.07657313346862793
Nadam,83,214,0.008010229798949189,109,0.06563805043697357
AdamW,109,189,0.004185403841462686,112,0.04625162109732628
RMSprop,127,251,0.005747789763611156,119,0.05097537115216255
Adam,184,84,0.006277108599174219,88,0.05275438725948334
Adadelta,73,156,0.0030031530108890203,57,1.7689889669418335
Adadelta,212,138,0.0064885568854260245,60,0.698471188545227
Adam,131,186,0.0066779703244730084,104,0.05542146414518356
SGD,129,147,0.002249367321677844,78,0.9959171414375305
Adam,122,44,0.00853037361172803,115,0.06104219704866409
SGD,106,54,0.005581486202465849,48,0.36836302280426025
RMSprop,238,157,0.002394020893036244,52,0.04133424535393715
Nadam,233,130,0.0062799978739008985,104,0.05056872218847275
RMSprop,222,108,0.001875969385784723,87,0.03688640519976616
Adam,106,168,0.004969760125781243,100,0.0483970008790493
RMSprop,59,168,0.008028559471371925,76,0.0931428000330925
Adamax,179,125,0.004542635885780534,58,0.03775806725025177
Ftrl,218,221,0.0025684957066340907,45,2.301441192626953
Adafactor,188,158,0.006901657691120264,113,0.08025407046079636
SGD,43,41,0.00988820950819609,71,0.38392847776412964
