Name,Convoluted_Layers,Convoluted_Filters,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size,Loss
Adagrad,26,1,61,22,0.0003066646138149538,127,2.225299119949341
Adafactor,28,2,41,21,0.005867044171669789,44,nan
Adagrad,32,2,40,20,0.005262551069121075,124,0.2578272521495819
Adamax,31,1,34,25,0.0013951636356540787,50,0.30820736289024353
Adafactor,23,1,35,30,0.008897602905496708,108,nan
Adam,25,1,33,32,0.002409330620223482,80,0.266300767660141
Nadam,24,2,47,27,0.001694912028526963,117,0.04002760350704193
SGD,21,3,63,32,0.004806803295286639,99,0.22396674752235413
Adafactor,26,2,54,23,0.004516670214778424,97,nan
SGD,26,2,33,25,0.0024390927249919856,33,0.2539157271385193
AdamW,32,3,45,32,0.0024350625098555714,100,0.029743630439043045
Adagrad,26,3,50,22,0.009044481553810024,127,0.1145942211151123
Nadam,29,3,55,24,0.005269050640296976,99,0.028479766100645065
SGD,18,2,64,28,0.0015048194853647815,36,0.3628466725349426
AdamW,29,3,54,25,0.006793076755612556,109,0.03413749858736992
Ftrl,17,2,52,18,0.0025095511817975805,37,2.3014633655548096
Adam,23,1,33,29,0.009051667113495799,86,0.3380116820335388
Adamax,19,3,50,27,0.0005255786401330519,82,0.1132211685180664
Ftrl,17,3,47,21,0.0076200778643824305,92,2.301201343536377
Adam,31,1,57,31,0.008233801902133579,45,0.2520087659358978
Adam,18,1,55,16,0.007574043840867277,68,0.25125083327293396
Adafactor,25,3,61,30,0.0008078512645884094,41,nan
Ftrl,32,3,47,18,0.004375660195013851,69,2.3012757301330566
Nadam,28,2,61,22,0.003504441749151001,86,0.029328282922506332
Adafactor,31,3,60,30,0.0036855883101356824,103,nan
Adamax,18,2,43,20,0.002390366359037272,125,0.07339990139007568
Adagrad,22,1,51,17,0.0051149154019099145,112,0.5466840863227844
SGD,18,1,61,27,0.003075838461770611,37,0.5050227642059326
Nadam,27,2,62,31,0.008330821847134793,51,0.04976751282811165
Nadam,28,2,43,27,0.006067389056993848,112,0.03190670534968376
Adadelta,29,1,45,25,0.006944394041293842,51,1.1170995235443115
Adadelta,19,1,60,16,0.008769979150531203,97,1.328627586364746
Adadelta,32,3,46,18,0.0025583965654062883,81,1.9489740133285522
Nadam,23,2,57,24,0.006392435737297109,123,0.033403243869543076
RMSprop,30,1,41,31,0.004915298682996124,122,0.21968916058540344
Ftrl,21,1,32,30,0.0023794286785363814,65,2.3015129566192627
Adamax,32,2,60,31,0.0019482087064440774,65,0.05214444175362587
Adamax,27,3,47,24,0.0035961302372244956,79,0.03207937255501747
RMSprop,29,2,53,27,0.004767231256501053,62,0.0377025343477726
Adadelta,32,3,61,22,0.0005446693638377258,77,2.2624149322509766
Ftrl,31,3,37,22,0.008507529341129751,116,2.3011960983276367
AdamW,23,1,52,21,0.0008664914904105078,39,0.216160848736763
Adafactor,27,1,33,28,0.004890411330559645,58,nan
Adamax,29,2,32,30,0.002094269612400532,34,0.04739943519234657
Ftrl,24,3,50,16,0.0018992386825131742,64,2.3016269207000732
AdamW,30,3,62,31,0.006732634749316256,128,0.031899187713861465
Adadelta,28,3,62,24,0.0034390676907132597,48,1.3167943954467773
Nadam,26,3,46,31,0.0017820377267977977,103,0.029608750715851784
Adafactor,31,1,33,25,0.0058803081000091025,79,nan
Adagrad,22,1,64,27,0.008471367754153924,103,0.4156939685344696
Adamax,23,1,34,29,0.0022117089661540736,98,0.3212343454360962
SGD,28,2,40,18,0.0016028016314575712,87,0.9355257153511047
Adam,19,3,53,30,0.009514790651263955,125,0.037827447056770325
Adagrad,17,2,57,18,0.009072869818347384,115,0.16363872587680817
Adamax,17,1,45,16,0.007598807660965952,44,0.24846696853637695
RMSprop,21,3,51,30,0.003133730212096537,86,0.02946600876748562
Nadam,25,1,56,20,0.0053345282536890045,90,0.2252449095249176
Adagrad,19,2,33,29,0.004010469638468877,56,0.22583523392677307
Adagrad,20,3,41,32,0.006468128556644002,114,0.15581652522087097
Ftrl,18,1,44,24,0.0002586786383784638,51,2.3023765087127686
AdamW,20,1,58,30,0.009179778174230015,127,0.2539610266685486
Nadam,20,1,58,21,0.009636688709004285,32,0.31644147634506226
Adam,21,1,38,24,0.006788416375228314,85,0.27027425169944763
Ftrl,26,3,39,26,0.008056876463039275,127,2.3012020587921143
Nadam,24,1,35,21,0.007444084139466946,38,0.26898500323295593
Adadelta,19,3,64,18,0.0008684617170899175,93,2.2666685581207275
Ftrl,27,1,56,16,0.0049455130181667445,39,2.301234722137451
Adafactor,17,1,39,16,0.006669813917417712,55,nan
RMSprop,23,3,54,16,0.009701854039371464,81,0.06203969195485115
Ftrl,30,1,53,30,0.00585150973603749,114,2.301234722137451
RMSprop,24,3,37,22,0.005704091278477495,79,0.04068327695131302
Nadam,20,3,40,22,0.004986255600713898,33,0.04121684283018112
AdamW,16,3,44,29,0.009219466546340515,82,0.046890124678611755
AdamW,20,2,33,16,0.009069176415235764,55,0.058066509664058685
Adafactor,18,2,55,19,0.0032145376400188955,109,nan
Adam,24,3,45,21,0.009774655816553906,123,0.043211471289396286
AdamW,24,3,53,26,0.001997252298669704,127,0.03402285650372505
SGD,22,3,40,22,0.0013410197379454176,99,1.1702241897583008
Adadelta,21,3,50,29,0.006006920145963315,43,0.6756114363670349
Adadelta,27,2,43,30,0.002014921592914792,63,2.1081535816192627
SGD,32,2,52,19,0.00946649168905731,75,0.16676168143749237
Adadelta,18,2,50,19,0.00012393235494882274,126,2.2898905277252197
RMSprop,25,3,61,28,0.005442996424747197,54,0.0470026470720768
Adamax,28,3,41,17,0.00707547930094521,33,0.023015277460217476
Adafactor,32,3,57,16,0.008518583419115513,119,nan
Adadelta,28,1,48,26,0.003815954631622415,88,2.1005194187164307
Adagrad,18,2,44,29,0.008767520231838015,83,0.15707457065582275
Adafactor,29,1,46,17,0.009212802093293091,34,nan
Adafactor,22,2,55,26,0.007358526403115094,125,nan
Nadam,23,1,50,21,0.0038046341639563696,59,0.1916569173336029
Nadam,17,2,34,32,0.0062600182785218705,76,0.043361205607652664
Ftrl,24,3,35,28,0.007292866716085687,56,2.3011953830718994
Nadam,27,2,46,26,0.007018707309900489,95,0.036235906183719635
Ftrl,20,1,49,17,0.004972625465582953,74,2.3012471199035645
Adagrad,31,1,64,24,0.00727354430745258,78,0.3876626193523407
SGD,16,3,37,28,0.006122191259009106,38,0.1260720044374466
RMSprop,18,3,55,30,0.0006023935967222087,51,0.04409797117114067
Adamax,24,3,47,31,0.006674235267069954,70,0.03187889605760574
Adafactor,19,2,57,31,0.002769932519371669,76,nan
RMSprop,28,1,35,25,0.00810084083908997,112,0.2584926187992096
Adadelta,26,2,60,32,0.005345353636811783,69,1.067265272140503
Ftrl,20,1,58,27,0.0021818965709541013,33,2.301522731781006
Adagrad,19,2,33,27,0.007629764912874596,116,0.17051124572753906
AdamW,16,1,50,21,0.004598164777843632,104,0.2557907700538635
RMSprop,16,1,57,19,0.003392688051965482,44,0.24504658579826355
Ftrl,28,3,39,24,0.005142118787270007,78,2.3012421131134033
Adam,24,2,61,18,0.0022699189056441284,45,0.02941865846514702
Adafactor,16,3,53,27,0.008445509278097516,73,nan
Adafactor,30,3,57,16,0.008180072247351166,61,nan
RMSprop,25,1,48,25,0.0020153834022313805,47,0.21498095989227295
Adam,32,3,40,31,0.0008272435008523819,120,0.04229332506656647
RMSprop,22,1,62,23,0.006796794550895812,55,0.3178977966308594
Adadelta,30,3,58,24,0.0072777175487042005,83,0.6686121821403503
Adamax,18,1,36,32,0.0007076878531935856,93,0.3831254541873932
Adamax,26,3,36,16,0.0062171799718531715,60,0.03383202850818634
Adadelta,24,2,61,27,0.00032815961177494116,96,2.2857208251953125
Adagrad,30,2,55,23,0.0066519643494888136,97,0.1546688973903656
Adamax,24,2,60,25,0.007437206295099175,61,0.027952224016189575
AdamW,16,2,36,22,0.0029051958472198105,111,0.04609134420752525
Adamax,26,3,56,19,0.009951008782322806,101,0.025819625705480576
Adadelta,22,2,47,26,0.007764103120940164,67,0.8328970074653625
Ftrl,29,2,51,29,0.006294343428848075,102,2.301217555999756
Nadam,21,3,32,24,0.005458745810921229,112,0.03209942579269409
Ftrl,22,3,35,18,0.005064991564796325,89,2.3012499809265137
Nadam,18,3,50,26,0.004191461808246969,42,0.034149933606386185
Nadam,30,3,32,28,0.007549360768991081,80,0.03543977439403534
RMSprop,22,3,59,24,0.006319721213643434,99,0.0374070480465889
Adamax,16,3,56,30,0.002263734912543381,93,0.05152483657002449
Adam,29,2,64,18,0.008437504077803781,60,0.045908212661743164
Adam,17,2,39,32,0.005824527705241857,59,0.045418523252010345
AdamW,21,3,58,22,0.0036670136921105063,88,0.02892385609447956
Nadam,26,2,56,29,0.009526998718696975,48,0.0578157901763916
Adadelta,22,2,60,25,0.002450549451214635,104,2.2081151008605957
Adagrad,16,3,52,24,0.008008787438100552,52,0.0998237133026123
Adafactor,25,2,57,18,0.005477259057938922,61,nan
Adadelta,30,1,49,17,0.0004657256143188265,61,2.265892505645752
Nadam,24,2,60,27,0.00033917418379492874,128,0.08582951128482819
Adam,27,3,49,31,0.005180966722075328,96,0.031052781268954277
RMSprop,28,2,52,20,0.0045943097489114975,33,0.05189939960837364
Adam,19,2,58,17,0.00024086393833398247,57,0.07925248891115189
Nadam,23,2,59,19,0.005315590552059851,107,0.029825663194060326
Adagrad,23,1,39,25,0.009784503733322337,101,0.4209301173686981
Ftrl,23,2,41,27,0.004225073484895219,55,2.301279067993164
Adam,22,1,37,17,0.00930599965800115,77,0.24182835221290588
Adagrad,24,1,60,30,0.008270272226964422,60,0.35815057158470154
Nadam,30,3,45,28,0.009211584417949007,78,0.044292349368333817
Adagrad,24,2,46,17,0.004490199604491187,42,0.16966255009174347
Nadam,20,2,55,27,0.00714680383438609,44,0.0458790585398674
Adamax,21,2,61,26,0.006953887793423832,57,0.031219089403748512
Nadam,19,1,43,19,0.0034001792443211012,47,0.24681322276592255
Adamax,16,2,52,18,0.008545464752626429,95,0.040559664368629456
Adadelta,28,1,45,31,0.002223999232201689,56,1.918832540512085
Adafactor,21,1,44,27,0.0027209051618442446,47,nan
RMSprop,25,1,51,21,0.009876845325683706,73,0.3595300316810608
Adamax,19,3,51,20,0.0016754147441082176,49,0.05057976767420769
SGD,19,1,47,22,0.0002720002312975984,105,2.289958953857422
Adagrad,18,1,64,28,0.008811852161029263,102,0.465629518032074
Adagrad,16,1,39,29,0.003098848638486472,49,0.5774264931678772
Nadam,32,3,34,29,0.004683776515397499,78,0.030592579394578934
Adafactor,30,3,38,19,0.00362421727822614,91,nan
Adagrad,18,1,59,24,0.0035542190903460457,34,0.47230541706085205
Adam,19,1,40,21,0.003964299018395318,80,0.2581249475479126
AdamW,30,3,32,21,0.007640317305823923,111,0.03881525993347168
Ftrl,28,1,33,16,0.00026554715051616847,36,2.3023619651794434
Adamax,26,3,43,19,0.0014966220287323758,116,0.06786666065454483
Adadelta,30,3,49,32,0.001933587993761528,128,2.206681489944458
Adafactor,17,2,60,22,0.005502430392749388,126,nan
RMSprop,17,2,48,28,0.00020291404202746048,68,0.11454115062952042
Adadelta,24,3,43,30,0.009909533262484376,71,0.5649739503860474
Adagrad,25,2,55,17,0.009799524054862035,103,0.13937152922153473
SGD,31,2,32,25,0.001857105708103813,58,0.4847128689289093
SGD,18,2,50,16,0.008232312589829871,121,0.257910817861557
Adadelta,28,2,35,27,0.008355134255545989,55,0.6924349069595337
Adagrad,27,2,57,27,0.0029752552319346893,111,0.34467750787734985
Nadam,32,3,46,30,0.0024208326549647226,53,0.026283569633960724
Adam,30,2,47,32,0.005053941485361866,56,0.03531045466661453
Adagrad,19,3,42,23,0.009282848922765175,114,0.12654122710227966
AdamW,18,2,42,17,0.0027911823271411142,36,0.034431714564561844
Nadam,27,3,38,23,0.006593157335508766,127,0.03075587749481201
Adafactor,26,2,32,29,0.0037468562378682674,45,nan
Adagrad,17,2,56,19,0.001740812386447455,81,0.5093398690223694
Adam,30,3,42,18,0.0076199364607160355,69,0.04128388315439224
Ftrl,30,1,34,30,0.0044454411694818735,69,2.301274299621582
Adadelta,27,1,59,22,0.0025234290247960213,47,2.064784288406372
AdamW,16,1,50,26,0.0072231158929253825,47,0.309219628572464
RMSprop,24,3,44,29,0.004387247706180667,69,0.03284559026360512
SGD,18,1,57,30,0.006080174944359837,48,0.4572368264198303
Adadelta,25,1,53,27,0.0017827840837931841,83,2.2376508712768555
AdamW,25,3,37,20,0.0011911238030500838,88,0.03949625417590141
Adagrad,22,3,55,32,0.008769562421447955,106,0.12257140874862671
Nadam,31,2,35,19,0.0034177575712534616,82,0.031433168798685074
Adadelta,19,2,59,32,0.001955148700497951,118,2.2168023586273193
Nadam,28,2,59,28,0.005082608938517732,46,0.03241908550262451
AdamW,25,2,64,16,0.0016338303089315862,98,0.03393048420548439
Adafactor,28,3,60,30,0.007621923786613675,95,nan
Adam,19,1,46,18,0.006735952995036014,70,0.2568446099758148
Adafactor,31,1,53,30,0.00583891367396857,86,nan
AdamW,31,3,59,25,0.006594561324739547,106,0.031430117785930634
AdamW,21,1,61,30,0.002754795231796701,67,0.2524704337120056
AdamW,21,3,43,20,0.00395366806600349,48,0.03273506462574005
RMSprop,32,1,46,27,0.0044916970221970725,125,0.32076185941696167
RMSprop,26,2,62,27,0.0005765669160695831,44,0.042965661734342575
Nadam,25,2,55,30,0.0019456548331581898,69,0.031386598944664
Adamax,21,2,54,22,0.001896562925915062,90,0.06382353603839874
Adadelta,31,1,62,25,0.0023707450809869147,108,2.1848514080047607
Adam,20,1,51,27,0.002353583181261802,55,0.24135372042655945
RMSprop,23,2,42,16,0.006715913192221579,124,0.03955942019820213
RMSprop,28,2,33,21,0.0018079070550446907,73,0.03495927155017853
AdamW,21,3,37,27,0.008866695436813779,69,0.056013837456703186
Adagrad,29,3,49,25,0.005289749730026775,108,0.1455405205488205
RMSprop,20,1,38,29,0.00023280288789674365,42,0.3386169672012329
Nadam,31,2,39,16,0.0012666311551120884,105,0.041573416441679
Ftrl,19,2,41,25,0.004372864436835716,57,2.301266670227051
RMSprop,31,1,34,26,0.0005943461727188502,39,0.293496310710907
Adam,30,1,38,16,0.005896350174602508,114,0.20937508344650269
AdamW,21,3,57,24,0.0072847030422623065,41,0.05098618566989899
Ftrl,24,1,33,25,0.001260419631807581,52,2.3018131256103516
RMSprop,25,1,60,28,0.0023633789138455003,85,0.24131432175636292
Adamax,26,1,36,32,0.0010102955937018765,51,0.30081942677497864
Ftrl,20,3,53,25,0.005559343675861785,39,2.301215171813965
Adam,24,3,46,18,0.009863783938928056,102,0.04541633278131485
Adam,24,1,54,29,0.0060221505832736034,34,0.20486165583133698
Adam,29,2,52,19,0.009667419289257963,46,0.05447053164243698
Adadelta,22,3,49,16,0.0011140760047854664,32,2.192371129989624
Adamax,26,2,45,31,0.0013392601510192077,39,0.05651996284723282
RMSprop,25,3,39,30,0.0030253415575964646,102,0.02684793435037136
Nadam,24,3,38,23,0.004234187238480913,87,0.028630362823605537
Ftrl,30,1,53,27,0.00898436541097536,123,2.3011956214904785
SGD,17,1,56,19,0.005680807029474947,62,0.4831109941005707
Adamax,16,2,57,16,0.0047368827979751464,112,0.05102894455194473
Adadelta,31,1,35,28,0.002115423279161913,81,2.177725076675415
Nadam,27,3,56,19,0.005271002581374577,108,0.027148546651005745
Adadelta,20,2,53,20,0.008410782141774898,108,1.2074346542358398
Adafactor,24,3,47,29,0.0071836912281068276,37,nan
Adagrad,16,2,49,21,0.008033183115295285,127,0.2328655868768692
AdamW,16,3,64,17,0.006672295786528264,77,0.04185401648283005
Ftrl,17,1,51,25,0.004559387333347221,125,2.3012959957122803
Adagrad,27,2,62,26,0.002439734389797688,119,0.3623197674751282
RMSprop,30,1,37,18,0.0058650829471319655,71,0.34161555767059326
Nadam,16,2,51,31,0.004489431305195602,93,0.03492433950304985
Adamax,25,2,44,21,0.005672466539957567,89,0.03617056459188461
Nadam,27,3,61,26,0.007223364316488035,88,0.034571245312690735
Adafactor,20,2,37,26,0.004750703490937069,83,nan
Adadelta,20,2,35,16,0.0026270505778075307,125,2.225588321685791
Adamax,21,1,34,26,0.008252547473741063,120,0.2880828082561493
Adafactor,32,2,64,32,0.006163185764949407,127,nan
Adafactor,32,2,39,32,0.008779892679823823,115,nan
Adam,16,2,64,21,0.0014755674152091896,72,0.04093501344323158
Adafactor,17,1,43,24,0.005202851488859905,40,nan
Adagrad,29,1,39,22,0.0005317637455888683,90,2.0080583095550537
Adafactor,31,2,58,28,0.008507865592892471,112,nan
AdamW,22,2,43,20,0.0014945192486986406,79,0.03900642320513725
AdamW,25,1,46,30,0.007040206605670395,71,0.2552267611026764
Adam,31,3,39,27,0.008159607105061067,50,0.05025487765669823
Adadelta,24,2,42,29,0.004424963984411442,46,1.5547019243240356
Adam,31,2,42,24,0.004477864774215778,102,0.03459877148270607
Nadam,25,3,63,26,0.0083337191123413,85,0.03835942968726158
Adafactor,18,2,57,25,0.0044521147015453965,88,nan
Adagrad,25,1,60,18,0.006892532746201796,72,0.42392945289611816
Adam,27,2,40,22,0.005374377010765803,34,0.04259795323014259
Ftrl,16,3,35,27,0.004504159696480725,108,2.3012938499450684
Ftrl,16,3,61,31,0.0036173211112340777,65,2.3013360500335693
Adafactor,25,1,43,19,0.007438231703118215,124,nan
RMSprop,22,1,52,18,0.004400678055446484,74,0.21831676363945007
Ftrl,18,2,32,18,0.003023638143806276,74,2.301401138305664
Nadam,31,2,46,21,0.001378276125057468,47,0.03124602884054184
Adagrad,21,3,57,30,0.009509183677706106,107,0.11234307289123535
SGD,29,1,37,32,0.007424349983170978,62,0.454751580953598
Adamax,23,2,63,23,0.0013560603384437922,126,0.07535381615161896
Adafactor,26,1,47,25,0.006098735869437323,86,nan
Ftrl,16,2,50,30,0.006463315581789788,37,2.3011999130249023
Adagrad,25,2,50,21,0.007815478591456447,117,0.17741042375564575
Adafactor,20,1,49,29,0.0013445009083217093,41,nan
Ftrl,30,1,38,30,0.003502557975795905,112,2.3013839721679688
SGD,30,2,33,16,0.0016544314583180559,40,0.3684506416320801
Adagrad,27,1,40,26,0.00686729163646735,50,0.4292272925376892
Nadam,25,3,52,25,0.003141926038690172,94,0.025443673133850098
Ftrl,24,2,64,31,0.009631984479006704,76,2.3011910915374756
Adafactor,31,2,55,23,0.002570768099214724,60,nan
RMSprop,18,2,53,27,0.0023577516051787183,125,0.03413498401641846
Adadelta,21,3,54,20,0.008222700307793965,42,0.6231030821800232
Ftrl,30,2,52,32,0.009841517674349314,48,2.3011887073516846
Adam,26,2,39,20,0.008307520877459843,99,0.03835150599479675
Adam,17,3,57,21,0.0013543684350455845,101,0.04321678727865219
AdamW,28,2,53,31,0.004388486110711221,39,0.035163696855306625
Adafactor,16,2,61,30,0.006442019625313432,44,nan
Adafactor,24,2,35,23,0.007211447334389548,110,nan
AdamW,25,1,46,30,0.006801592973646429,121,0.2397906482219696
RMSprop,29,3,44,31,0.005954854383358936,103,0.03823040425777435
Adafactor,28,3,63,30,0.003985218663944569,67,nan
SGD,17,1,35,29,0.003872737473052128,42,0.4807412624359131
Adafactor,32,1,52,19,0.004471656311353132,100,nan
AdamW,16,3,45,31,0.006355839755784527,128,0.03540811687707901
SGD,22,3,63,17,0.009592044903802437,86,0.12774209678173065
AdamW,31,2,46,26,0.004195534236866372,108,0.03529340773820877
Adam,17,1,32,16,0.007131274166117115,100,0.28879523277282715
Ftrl,28,3,37,26,0.003956682233882772,44,2.3012845516204834
Nadam,25,3,47,29,0.002066238465459844,98,0.0313454307615757
Nadam,19,3,62,20,0.007812475142413458,121,0.03308006003499031
SGD,30,1,55,24,0.007543086865153651,64,0.43188291788101196
Adagrad,26,1,34,25,0.006858266194411344,44,0.4034196436405182
Adagrad,26,3,36,26,0.007517421718551055,125,0.13832329213619232
Adamax,23,2,33,18,0.005166420849043261,116,0.05014125257730484
Nadam,21,3,42,21,0.0007920173196625379,107,0.058176860213279724
Nadam,25,2,59,27,0.008954411851958477,126,0.036913495510816574
Adamax,17,3,35,26,0.002111697755945101,98,0.06028931215405464
Nadam,32,3,34,25,0.008578629549906736,83,0.03695644438266754
Adadelta,32,2,41,28,0.000979061283458887,89,2.2307448387145996
Adam,27,2,56,27,0.004778332413411848,74,0.03366822376847267
Adamax,26,3,52,31,0.0009454589554614315,85,0.06351368874311447
Adafactor,21,1,64,16,0.0005825862680244392,121,nan
AdamW,17,3,51,21,0.004052294350182883,70,0.032450661063194275
AdamW,31,1,44,16,0.0015748922795808687,115,0.2929801940917969
Adam,32,2,37,31,0.006698138078009697,119,0.038299255073070526
Adam,30,3,45,23,0.0076548213366311214,36,0.052804287523031235
Ftrl,17,2,46,16,0.007665283871555142,43,2.301191568374634
RMSprop,17,2,61,31,0.0002826654845945768,120,0.10193465650081635
Ftrl,17,2,48,17,0.001626911110336743,89,2.3017406463623047
Adamax,26,2,56,26,0.005922556585376101,128,0.03596823289990425
SGD,21,1,36,26,0.004748067647371739,57,0.5182960033416748
Adafactor,20,3,43,17,0.006610472804297243,113,nan
Adamax,30,1,41,29,0.006725091704245401,66,0.21858705580234528
Adam,28,3,44,31,0.007295714065220984,81,0.03839341178536415
Adam,23,3,63,28,0.0034634405721076203,69,0.028754862025380135
AdamW,30,2,46,29,0.007168094817776679,73,0.04112732410430908
Adam,17,1,64,28,0.004653859163587604,42,0.22992171347141266
Ftrl,29,1,53,32,0.005836106942986829,76,2.3012216091156006
Adagrad,31,2,37,20,0.001036873582118798,40,0.47213879227638245
Adam,21,1,43,18,0.008077118291735798,52,0.25015661120414734
Adagrad,23,3,35,29,0.005903013136373272,81,0.14079825580120087
RMSprop,20,1,63,32,0.0006750918291301101,96,0.2749418318271637
Ftrl,20,2,64,17,0.005081641213699766,93,2.301255702972412
AdamW,20,3,59,28,0.005203568520801554,55,0.0385209396481514
Adagrad,21,1,43,25,0.001696780191069654,58,0.658913254737854
Adagrad,16,2,45,19,0.002553673799363524,121,0.39548227190971375
Adam,24,2,58,28,0.004355443972630195,69,0.03340955823659897
Adam,26,2,63,17,0.0012722131256740498,121,0.04277491942048073
Ftrl,29,3,43,27,0.0013512897446356477,97,2.3018484115600586
Nadam,27,2,36,29,0.0005220751871373001,124,0.07250264286994934
AdamW,18,2,63,30,0.007535337811196962,59,0.04785826429724693
Adamax,30,2,54,25,0.001369685569292954,63,0.05419402942061424
Adafactor,29,2,39,29,0.005707319869645475,55,nan
Ftrl,16,1,50,29,0.00116192546834141,110,2.3019330501556396
Ftrl,16,1,39,28,0.003486684472252205,48,2.3013296127319336
Nadam,17,2,64,21,0.003441790401142843,112,0.03249615803360939
SGD,29,2,45,28,0.00037815807767633983,59,2.07792067527771
Adam,17,1,35,22,0.0053623097787954994,33,0.255430668592453
RMSprop,18,3,44,22,0.006098092570849928,67,0.044449079781770706
Adamax,28,2,43,26,0.0027560758089052065,35,0.039488352835178375
Adamax,27,3,57,16,0.004069018539994322,50,0.03183501586318016
Adadelta,19,1,43,25,0.000474399036635603,35,2.265037775039673
Adam,23,1,44,22,0.0004228297632288033,128,0.36542055010795593
Adafactor,32,2,53,32,0.0029175960316557927,54,nan
Adagrad,30,1,40,25,0.0007240182021613031,52,0.9505740404129028
Adam,30,3,32,32,0.0010284897869640719,91,0.043681055307388306
Adafactor,21,3,37,27,0.0011378460892441289,89,nan
AdamW,28,2,44,19,0.007264713136490932,38,0.05473420396447182
SGD,31,3,57,20,0.0009766568715021955,95,1.837562084197998
Adagrad,17,3,50,31,0.007656494127720321,71,0.12572775781154633
Adamax,26,1,57,26,0.002582214613962988,115,0.28909310698509216
AdamW,17,3,52,22,0.009679467700353144,49,0.06401200592517853
Ftrl,30,1,63,31,0.003638046653293347,70,2.3013360500335693
RMSprop,28,2,40,32,0.006870675744577104,81,0.04223397374153137
Adadelta,18,1,40,25,0.005212661688319818,52,1.9215396642684937
SGD,18,2,38,24,0.0005996030807400651,59,1.6799293756484985
RMSprop,25,3,44,18,0.009652775663733125,73,0.06533577293157578
SGD,24,3,54,16,0.007097661957298741,100,0.21022522449493408
AdamW,23,2,59,24,0.004713146701953333,116,0.03297966346144676
Adadelta,31,2,47,26,0.0012267970599277882,69,2.148347854614258
Ftrl,22,2,55,24,0.00267342255609356,89,2.3014721870422363
SGD,21,1,47,27,0.00254809669815302,41,0.5388448238372803
Adafactor,16,1,58,27,0.008363608580735399,100,nan
SGD,24,1,62,20,0.007718391327827751,125,0.5647282600402832
